sid,log_h_gain,log_h_loss,log_beta,beta0,ll_choice,ll_rt,conv,h_gain,h_loss,beta
2rrjzhgj9,1.8310007511296122,-1.4761641287358844,1.0572966815428513,1.1459939099748824,-113.69506199894704,,True,6.24012835030924,0.22851255411474827,2.8785787465007693
3lmzwis6r,-0.30635472926223445,0.8435990597128358,2.376880299570399,-1.339838024939418,-61.27049749848088,,True,0.7361254478991966,2.324718740079586,10.771247328714816
4f8msviwg,-1.018009795388511,-2.685651387625617,0.940004375306482,0.22178643862755865,-95.7248352977605,,True,0.3613133125027344,0.06817677002492752,2.559992619057068
52b64k0rp,-0.4855492117103494,0.925990782023131,-0.4722279697387464,-2.523327368321734,-55.92006158400444,,True,0.6153591414942468,2.5243681202988615,0.6236113321994364
5wlmihb4c,3.072112009252157,-1.7602448016310441,1.180708341145387,0.9351233951867184,-106.76594024033908,,True,21.587447451325893,0.17200275211449165,3.256680226669406
6owg3par9,0.6660950876446138,-1.032334928186246,1.941884049238402,0.6968984262480158,-71.9520486263528,,True,1.9466210752405273,0.3561743473785082,6.9718739583994545
8py7pm5i0,2.4846248102004402,0.10902442463647657,1.5182481526566782,0.6401840341564744,-99.77409621740576,,True,11.996618401505826,1.1151895881091023,4.564222366494736
95vrrzevd,2.5304544316049156,-1.6750087906577336,1.7656508292394546,1.9043454946618852,-79.23809692790404,,True,12.55921214300585,0.18730653292709767,5.845375461632278
bh348lli7,1.4817962924628838,-1.1091069923668622,0.9583167753485886,-4.7669616432226825,-1.1981265780158985,,True,4.400843787666346,0.32985339118760065,2.6073040992503467
c0ry57ax9,1.463384285223787,-3.1597026457374002,-0.3850153939278676,0.4232453187178103,-135.77210539762925,,True,4.320556810301669,0.042438358431284184,0.6804401614772002
ck5f3lx8c,3.2736970260611487,-1.7004006271360796,2.056478823003138,3.080887134124579,-58.68272485336434,,True,26.408793084031558,0.18261035073427168,7.818391344728329
ctdyczfpw,1.7777841958611336,-2.312785922673119,2.1657635712040544,1.907007506067169,-57.868430097053064,,True,5.916731564618845,0.09898510223230751,8.72125867706152
dasemqdsv,0.003883014373528327,2.724861738233153,1.6906911614909323,-2.1743775986273715,-85.31273017856276,,True,1.0038905630412067,15.254304693930377,5.423227736248086
derouhkrw,0.8603414015038349,-0.5461345438414246,2.352453597293322,1.2243740873192255,-60.29947287022224,,True,2.363967618055185,0.5791843004576603,10.511328678349841
dm8t9csqy,1.2470589531039296,-0.7062572788005554,1.6102851416054227,-0.4751583923797201,-81.98414736048119,,True,3.4800927756617246,0.4934877323879994,5.004237940856673
eqi6zanpf,-0.9703746012447869,0.982775548693064,2.0417435110029527,-3.3922667068993264,-54.04990244935627,,True,0.37894105971974756,2.6718618425177563,7.704029556507613
etxmnk1pg,-0.004944297167782533,-1.0826623981655257,1.267683045334521,-1.2865174689537893,-81.05198125909676,,True,0.9950679057495588,0.338692589661356,3.5526117788455562
goz8d3fp9,3.4771181280156394,-1.3625944794674412,1.8475701536558107,1.7733793458586187,-73.49781466083725,,True,32.36631197481888,0.255995738924457,6.344384897862414
hrqn8w6vu,0.23125409463008895,0.6842427332967173,1.0402830409111101,-0.7301147016257927,-114.27354204780413,,True,1.2601794035909153,1.9822701598354633,2.830017911851062
ig1j8ozi9,2.5424384397996547,1.682599165340528,1.316648705649382,-1.1479876181705768,-86.22357393892989,,True,12.71062731242454,5.379520077884536,3.7308970683919336
iogaivfgt,0.19617861651507815,-0.1415930328066825,1.5863087228870891,-1.043649360857582,-84.55097298405421,,True,1.216744216537753,0.8679744217319888,4.885681199152809
ir0t9ca41,-2.005262464154231,2.519147428448395,1.3319413831369469,-1.6540167818321412,-100.37993680415097,,True,0.13462495683268286,12.418004911390677,3.788390971371383
jtf46arcd,2.9242016688590335,-3.0887614567404214,1.2627952897799932,1.6333321188177958,-94.8600087261937,,True,18.61935570347565,0.045558345457717815,3.535289848057422
kimjztxjq,-0.9294483412874817,2.850326344053805,1.6748630993081308,-2.2935464544213926,-84.58070952989156,,True,0.39477142941126514,17.293424526053133,5.338064314350551
kqi5vqk0e,1.6149841622313665,3.6898396518280587,1.5268709128246674,-2.5024756663033356,-67.45788271304255,,True,5.027808293573684,40.0384263540612,4.603748729583988
ljm2sl8s0,0.5139436114002564,-0.3122754813739791,1.939646082075997,0.3204319902098418,-79.41479533931523,,True,1.6718714226895828,0.7317799087236732,6.956288579707937
mu73zwng6,3.3924627664945746,-0.7363340384670701,1.324129694953179,1.170434696432469,-105.70531015505907,,True,29.739102622795738,0.4788662067357943,3.758912530482803
n08qsd76x,1.4935706205297918,-0.20191865479845245,2.024807801391003,1.0059227346707396,-79.16034744309039,,True,4.452967022051193,0.8171613973972826,7.57465496657464
nvbinkqjq,3.4431022498596087,-1.4668082859089748,1.7115759240184614,2.0850654403822273,-80.84845266669892,,True,31.283858131143383,0.23066051397456938,5.537681570110614
o7piq7dwr,2.9408477647447797,-1.6838335191450324,0.27914683785921707,0.21621276853277543,-129.75913425586683,,True,18.93188929925478,0.18566087554961944,1.3220014494808878
od96gfdym,0.791774043718439,1.444253129425349,1.2892563544309,-1.3988777437411806,-96.82372656031251,,True,2.207308817195352,4.238685211064226,3.630086054359535
omy06qkfz,1.5959369052050143,-2.3730847228518956,-0.44078206646643286,-0.13714338222623293,-133.18755857336288,,True,4.932948612976838,0.09319280844716013,0.6435329386990573
orxx7nl6z,1.311167952066374,0.09625389395562801,-0.7623026295071665,-1.647418552305336,-84.51636734254481,,True,3.710504874258198,1.1010385755485754,0.46659080335220704
p5lejwwzi,0.4346013781697025,-2.661554394161709,0.2796719308120492,-0.24233360895179748,-116.76321129969119,,True,1.5443473256795524,0.06983957909577779,1.3226958054103926
qhp782ect,0.9753032879445243,-2.10319782619384,1.8398109027985372,-0.03257743830893467,-70.58466373798262,,True,2.6519713999808654,0.12206545933760332,6.295347715830523
rncbe0zlg,3.1896394910826613,-1.5566490592124778,1.9619485943397292,3.0010703914597125,-66.98518879696292,,True,24.279672826566667,0.2108414058399815,7.113174260593502
ru26ufirj,2.0782983192630766,-2.265619239276809,1.679127224098051,0.16374093053268374,-73.87350629209138,,True,7.990859446504281,0.10376575880837978,5.3608750861487575
rv0b4sx2y,-0.6117973352512279,-0.13355329967732144,1.2800301942535146,0.6125102426923786,-97.44181086707837,,True,0.5423751625022968,0.874980831538764,3.596748325060488
s4xqtibhr,-1.7013121229441959,0.5528746612987817,0.6291667902781279,-0.6278211534722409,-110.90642653755681,,True,0.1824439780006023,1.738242701628161,1.8760467874495521
t0p3bj6ne,-1.3145615457720872,1.9842817629272875,2.1572457522968698,-1.7840415956230076,-60.55347585672562,,True,0.26859206275115405,7.273821180818776,8.647288056416619
ta33uq804,0.33955685760557974,0.6214029644515142,1.4719638786674363,-1.6063585520098447,-84.76362518623876,,True,1.404325136652321,1.8615378821354693,4.357784903776333
u3yyfob1i,0.3895195830065253,0.2919164852353766,0.666084690916973,-0.4508273704072983,-123.98432162670186,,True,1.4762713976268778,1.3389911874357707,1.9466008368565948
uq15yb622,0.20040354684906558,0.42610093328672244,2.6162979918298017,-0.9347649594872562,-52.24742361321768,,True,1.2218957508608006,1.531275323984881,13.684967831216834
vdnjz8uta,-0.8524377591021545,0.02127595592025355,2.8969614211397383,-1.9476712687132465,-28.527322673497522,,True,0.42637426626944885,1.0215039027960309,18.119005611197295
vr0a0xs4k,2.7817648169504023,1.9869775036259407,0.7903962102371126,-0.5508958163811682,-113.00360499027622,,True,16.147493186174845,7.293455969870084,2.204269607446677
x71tw2ykd,-2.1393428274583823,3.1383026816968314,1.9744649787098274,-2.0149729301834016,-60.5196908073956,,True,0.11773218796570452,23.064685503650885,7.2027649901310165
xh8tt6q04,-2.2085346050688544,0.5090638459867795,1.2530037945436334,-0.9224531972166726,-94.61647461727785,,True,0.10986152113195986,1.6637329554004603,3.5008429926721516
xq3i744zg,1.1660811205908992,-0.16047360051265835,0.9765414714614763,-0.17329926649620947,-116.92551262967496,,True,3.2093907466962186,0.8517403087826508,2.655257060961614
yj444yij9,1.594109329115733,-0.2703897549024861,1.510159581188253,0.019425796812124238,-97.16876921175476,,True,4.923941507134748,0.7630820214110093,4.527453233035592
