sid,log_h_gain,log_h_loss,log_beta,beta0,a,b,log_sigma,tau_raw,tau,ll_choice,ll_rt,conv,h_gain,h_loss,beta,sigma
2rrjzhgj9,0.5974640762829732,1.571914050565519,-0.5430040925932672,-0.21844432157177127,0.45735608741740724,1.0933701672080645,-0.45312357153598093,0.8707042903579499,0.44906216534283055,-138.27327693050248,-259.56745458755927,False,1.8175039001000741,4.815857171882108,0.5810002495610266,0.6356395818136752
3lmzwis6r,-1.882815479275204,2.0795012871734864,1.954794652154341,-2.9787734339289003,1.1439490120526272,0.6535138611910492,-0.7548922688805711,-0.29877312641313836,0.5249748952272003,-73.6153890753417,-279.48372615066063,True,0.15216109569438818,8.000477978227584,7.0624686120723315,0.4700612522277745
4f8msviwg,-1.551848187721764,2.3639807337414243,1.2824427189595577,-0.919639737531459,0.66380359091568,-0.03463768615256444,-1.2948561756733987,-1.7584307713598655,0.07115786860937894,-89.5337234338141,-160.1429646386036,True,0.21185606200241566,10.633195235075986,3.6054360447115212,0.2739372603403249
52b64k0rp,2.7790646750222,5.246661843747829,0.052824775005979686,-1.7729556789525542,-1.5220270681247452,-2.879993359658875,-0.6506619950178768,0.9151417629907788,0.48953563301181774,-96.80623785358702,-206.31031514336559,True,16.103951473643676,189.9311890649855,1.0542448988776472,0.5217002994224519
5wlmihb4c,3.411622375162164,2.8305498859975495,-1.1680207904558355,-0.4827644113071839,0.4049663157510804,1.2807712493637717,-0.6357783768307091,0.8539621505834063,0.6144600977025723,-135.21286652200695,-179.87415646439808,True,30.314385692104516,16.95478145857867,0.3109818307746994,0.5295231593061842
6owg3par9,1.3231829775742765,-2.872187793392244,0.4307593078561253,0.51651887712793,0.32348442768133284,0.40933282016845685,-0.36524581202572537,1.3662690107102393,0.704248604131195,-130.30580847513653,-256.58604800287094,True,3.755355586640363,0.056575016637029206,1.538425218526682,0.6940260299641701
8py7pm5i0,-2.8903235012462565,4.987172663808916,1.3836432026286976,-2.5625638692741237,-0.14807992429403283,0.4301896920043473,-0.3399964146599433,2.3275168415537526,0.518119812112812,-80.85845478418042,-130.19459893510685,True,0.05555823654523773,146.52157156704754,3.9894094109034532,0.7117728747058338
95vrrzevd,-2.89116958886061,4.821801501356211,1.7772031840341784,-3.1608179245011856,0.7805056889330395,0.6799836509946087,-1.0098548920347548,-0.0451522859721389,0.3719659727672569,-56.02935667188356,-139.63594460805888,True,0.0555112492898919,124.18861533843203,5.913294872079067,0.3642718344812941
bh348lli7,-2.086791137011333,-0.017074233737181435,-1.0567441324054807,0.42438411852847757,-1.4731779606595905,2.06650923026275,0.0846733138733933,3.7134893612449447,0.2468253711143267,-102.65656838891391,117.20123291181879,True,0.12408466836237939,0.9830707049138251,0.3475856629029336,1.0883614560266075
c0ry57ax9,0.560143266526672,2.9268444155981777,1.2148740720980788,-1.5589066150640314,-0.533486209469107,-0.05623577330967989,-0.5705203594385501,1.0396892455332507,0.3711134463114196,-75.66637808439543,-70.24396162039437,True,1.7509233310319539,18.668627022178036,3.369869676982894,0.565231238751268
ck5f3lx8c,-2.394242625818891,3.8046751736638385,1.6581872466291463,-2.612621304205591,0.8858722774035828,0.5457283487422704,-0.8587833281669618,0.30246516031972265,0.6546887721956254,-79.56936163219754,-219.45148690407188,True,0.0912417569112769,44.91065957844131,5.249785647010516,0.42367724503254767
ctdyczfpw,-1.4961281549004521,2.169539439706212,1.8604979810097795,-1.811570089329595,0.48414768976198397,0.5529145423675753,-0.6626475671112444,1.2628892861056527,0.6899246983300981,-67.25913209709036,-169.04578407992247,True,0.22399576021889342,8.754251251612512,6.426936466980815,0.5154847457630538
dasemqdsv,3.7620581976624172,-2.7675193917078094,0.5610429144116351,1.2344953917419912,0.44350180351058477,1.262871762874871,-0.4680110797855866,1.5174179086646031,0.6370609603511354,-118.75847681173259,-182.8661825797522,True,43.03691335974,0.06281763758297342,1.7524992542851685,0.6262465849412308
derouhkrw,-0.36376302483355644,-3.383609185348943,0.6180331207795297,-0.027420408383842736,0.2331571335176947,0.26352899186003476,-0.627216040850179,0.8792818102823626,0.6086577756789078,-116.55499491879203,-185.8530396852992,True,0.6950558862125685,0.03392479264805713,1.8552753482895843,0.5340765806483911
dm8t9csqy,1.8748797743467585,3.1761021421193996,1.1897293271842415,-1.9304524013231794,-0.1275324640172844,-0.5851773895917451,-0.633220658944395,0.6930562838663671,0.603353718208587,-103.69324715066415,-188.85412821552404,True,6.5200351977164495,23.953205161836095,3.2861916042582116,0.530879263688883
eqi6zanpf,-2.551481982867867,2.563007047838912,2.004779245365778,-2.371630565393452,0.7402003092310744,0.7097223889281874,-0.6347748958112719,1.038041500652342,0.7245074312763058,-34.09141254387619,-184.40925515154873,True,0.07796603601183943,12.97477448072071,7.424454733049097,0.5300547924431699
etxmnk1pg,-1.4857883555413913,4.006361549915136,1.3598597374772483,-2.1357609533593513,0.814681826224905,0.31450905011247887,-0.6048343420217385,0.5978481978635569,0.7099924983187553,-87.48056904603112,-290.0010390733833,True,0.22632384666867303,54.94658601120777,3.895646850217811,0.5461648957184623
goz8d3fp9,5.225644424462397,-3.065745310959247,1.6211743096819546,2.8578479066302505,0.8680731424740796,0.48396118037065133,-0.7226314586220741,-0.05732315489874593,0.38272985664908205,-76.75738877550131,-248.2986992225259,True,185.9809826116238,0.04661908319945505,5.059027694924541,0.4854730713380637
hrqn8w6vu,1.7253031245190975,1.4858078134944168,1.5620756239389848,0.5051916569771534,0.7104459956392957,0.7195742721885096,-0.524552926806845,0.980597304788334,0.5829471193349292,-85.058889806365,-237.19301445817467,True,5.614222580309034,4.4185333223251195,4.7687090265436165,0.5918198920397002
ig1j8ozi9,1.1678575778447025,3.3735889577917955,1.3997855728517983,-2.098981691281253,0.4396066993162038,0.25707965182798886,-0.4476434568338443,1.2956874805479215,0.7284454621817169,-101.14291516443323,-254.3115529442392,True,3.2150971592667865,29.183076162996556,4.054330515100757,0.6391325217454089
iogaivfgt,-3.012120570439043,2.6338442347058852,1.376549515750047,-2.5116210262338576,1.3500447040236014,0.6400378484942274,-0.8989501656959349,-0.4682553344824025,0.393605407425615,-81.39595481554292,-294.89832201890084,True,0.04918726303317247,13.927206575638701,3.961209927116485,0.4069967146456081
ir0t9ca41,2.1346140960024873,-2.9826859155754635,1.1419642658952467,1.1614509507579691,0.33109701688279763,0.02491441051281087,-0.6062078965304258,-1.2922118226518002,0.08330297727284632,-98.81946220149484,-225.89229404511232,True,8.453783528446108,0.05065659165074724,3.1329162056682165,0.5454152234391952
