sid,log_h_gain,log_h_loss,log_beta,beta0,a,b,log_sigma,tau_raw,tau,ll_choice,ll_rt,conv,h_gain,h_loss,beta,sigma
2rrjzhgj9,1.855746662627894,-1.5293322096973772,1.0509138768233834,1.161021883671034,0.6909975820596959,0.02066608004065003,-0.9054559550728924,-0.41525534181562423,0.300807934161611,-113.66531395789687,-237.69659927790383,True,6.396472474979062,0.21668031602694046,2.8602638528663284,0.4043574742230416
3lmzwis6r,0.08987417325375711,0.43589860039049944,2.4031836861521167,-0.5101150507597079,1.2157173055067019,0.5040889345265099,-0.7930066668730377,-1.854502661151937,0.045047992121683256,-62.21695207088554,-352.18499429083573,True,1.094036615976592,1.5463519873117415,11.058326638641981,0.45248228450531836
4f8msviwg,-1.7682342310540808,-0.25891310149050156,1.1214015961267216,-0.585764671110254,0.3136398715321064,0.18969649190873336,-0.909802128850944,0.2286138492138283,0.5855196543538997,-98.46906373967396,-150.98340585948253,True,0.17063402322792548,0.7718900962282402,3.069152902889934,0.4026038798449019
52b64k0rp,3.1314919048732714,3.8394533008557428,-0.88167357664993,-2.4339636380344807,0.6522908562002387,1.210980652276801,-0.6246540628805188,0.9263784444120244,0.496565436685929,-56.188514277878014,-214.98715304973808,True,22.908130812880252,46.500045954225804,0.4140893212360756,0.5354466273474692
5wlmihb4c,2.9810441425552354,-1.76661953989059,1.1808412286347412,0.9208840185674473,0.11001856885750698,0.2769571317851789,-0.5794153569628151,1.482997554200943,0.9972164015963357,-106.8500014755775,-168.76723176236368,True,19.7083842678375,0.17090976703805874,3.257113027484628,0.5602258029543215
6owg3par9,0.7833445248979634,-1.2151914674022195,1.9153921491138517,0.8554564970184283,0.5258981265362629,-0.21572488499165862,-0.6687805722747192,-0.12827132168591995,0.37262921871601223,-71.96692931059738,-262.4224668544581,True,2.1887804682249974,0.29665320943670864,6.789600810953414,0.512332950024598
8py7pm5i0,2.4480523479527214,0.12099271889704519,1.5208001480696955,0.625138145735393,0.24110645700574154,-0.021072709734847633,-0.6312126780694285,0.15123828598653985,0.263731288174678,-99.80140156917537,-206.1898419300308,True,11.565798617067516,1.1286166947630762,4.575885116350443,0.5319463300631895
95vrrzevd,2.579256712758137,-1.8794577926887832,1.7323646182320531,1.9390641377464344,0.2867487912026409,0.10908242687955788,-0.7476920782597077,0.5367715634755573,0.6975963762554572,-79.29045936707749,-182.9080790051928,True,13.187332539882666,0.15267286366178764,5.654007683568762,0.47345799677671685
bh348lli7,0.7323483208571392,-0.47232117547508096,0.5549214601882229,-5.013481743575131,-1.3739834743027182,0.5055659537204875,-0.2888458863494924,2.225981992790043,0.22677866892307091,-1.2590662595330846,64.47270458828908,True,2.079959288857756,0.6235532107547004,1.741804178429447,0.7491276473032766
c0ry57ax9,0.9524609308119745,-1.6905598218230549,-0.5732974074812363,0.2699939469201422,-0.0007392851021357047,-0.1652790083941071,-0.5363588562547063,0.48444876178145574,0.43826109027645616,-137.48504604297136,-185.84953218955405,True,2.592080748076223,0.18441625484553653,0.5636637419603536,0.5848739902381935
